,COUNTRY.UN_CODE,SPECIES.ALPHA_3_CODE,AREA.CODE,PRODUCTION_SOURCE_DET.CODE,MEASURE,PERIOD,VALUE,STATUS,COUNTRY
3594,258,SNX,77,CAPTURE,Q_tlw,2000,127.0,,
3595,258,WAH,77,CAPTURE,Q_tlw,2000,229.0,,
3596,258,SKJ,77,CAPTURE,Q_tlw,2000,1189.0,,
3597,258,ALB,77,CAPTURE,Q_tlw,2000,3570.0,,
3598,258,YFT,77,CAPTURE,Q_tlw,2000,1662.0,,
3599,258,BET,77,CAPTURE,Q_tlw,2000,712.0,,
3600,258,BUM,77,CAPTURE,Q_tlw,2000,367.0,,
3601,258,BLM,77,CAPTURE,Q_tlw,2000,2.0,,
3602,258,MLS,77,CAPTURE,Q_tlw,2000,88.0,,
3603,258,BIL,77,CAPTURE,Q_tlw,2000,109.0,,
3604,258,SWO,77,CAPTURE,Q_tlw,2000,47.0,,
3605,258,TUX,77,CAPTURE,Q_tlw,2000,0.0,N,
3606,258,FLY,77,CAPTURE,Q_tlw,2000,88.0,,
3607,258,LAG,77,CAPTURE,Q_tlw,2000,124.0,,
3608,258,DOL,77,CAPTURE,Q_tlw,2000,446.0,,
3609,258,SMA,77,CAPTURE,Q_tlw,2000,27.0,,
3610,258,SKX,77,CAPTURE,Q_tlw,2000,582.0,,
3611,258,MZZ,77,CAPTURE,Q_tlw,2000,4274.0,,
3612,258,PRF,6,CAPTURE,Q_tlw,2000,3.0,,
3613,258,MUD,77,CAPTURE,Q_tlw,2000,2.0,,
3614,258,SLV,77,CAPTURE,Q_tlw,2000,51.0,,
3615,258,CRU,77,CAPTURE,Q_tlw,2000,0.0,N,
3616,258,MOL,77,CAPTURE,Q_tlw,2000,25.0,,
3617,258,CUX,77,CAPTURE,Q_tlw,2000,15.0,,
3618,258,TSH,77,CAPTURE,Q_tlw,2000,105.204,,
3619,258,SPO,77,CAPTURE,Q_tlw,2000,0.116,,
3620,258,OEA,6,FRESHWATER,Q_tlw,2000,1.0,,
3621,258,GIP,77,MARINE,Q_tlw,2000,9.0,,
3622,258,MZZ,77,MARINE,Q_tlw,2000,1.0,,
3623,258,PRF,6,FRESHWATER,Q_tlw,2000,1.0,,
3624,258,PNS,77,BRACKISHWATER,Q_tlw,2000,40.0,,
3625,258,MSX,77,MARINE,Q_tlw,2000,0.0,,
3626,258,PNM,77,MARINE,Q_tlw,2000,740.694,,
3627,258,OSH,77,MARINE,Q_tlw,2000,17.973,,
3628,258,FRF,6,CAPTURE,Q_tlw,2001,50.0,,
3629,258,SNX,77,CAPTURE,Q_tlw,2001,112.0,,
3630,258,WAH,77,CAPTURE,Q_tlw,2001,259.0,,
3631,258,SKJ,77,CAPTURE,Q_tlw,2001,1557.0,,
3632,258,ALB,77,CAPTURE,Q_tlw,2001,4416.0,,
3633,258,YFT,77,CAPTURE,Q_tlw,2001,1315.0,,
3634,258,BET,77,CAPTURE,Q_tlw,2001,746.0,,
3635,258,BUM,77,CAPTURE,Q_tlw,2001,343.0,,
3636,258,BLM,77,CAPTURE,Q_tlw,2001,2.0,,
3637,258,MLS,77,CAPTURE,Q_tlw,2001,96.0,,
3638,258,BIL,77,CAPTURE,Q_tlw,2001,110.0,,
3639,258,SWO,77,CAPTURE,Q_tlw,2001,79.0,,
3640,258,TUX,77,CAPTURE,Q_tlw,2001,0.0,N,
3641,258,FLY,77,CAPTURE,Q_tlw,2001,82.0,,
3642,258,LAG,77,CAPTURE,Q_tlw,2001,148.0,,
3643,258,DOL,77,CAPTURE,Q_tlw,2001,651.0,,
3644,258,SMA,77,CAPTURE,Q_tlw,2001,53.0,,
3645,258,SKX,77,CAPTURE,Q_tlw,2001,705.0,,
3646,258,MZZ,77,CAPTURE,Q_tlw,2001,4362.0,,
3647,258,PRF,6,CAPTURE,Q_tlw,2001,3.0,,
3648,258,MUD,77,CAPTURE,Q_tlw,2001,2.0,,
3649,258,SLV,77,CAPTURE,Q_tlw,2001,58.0,,
3650,258,CRU,77,CAPTURE,Q_tlw,2001,0.0,,
3651,258,MOL,77,CAPTURE,Q_tlw,2001,25.0,,
3652,258,CUX,77,CAPTURE,Q_tlw,2001,15.0,,
3653,258,SPO,77,CAPTURE,Q_tlw,2001,0.0,,
3654,258,OEA,6,FRESHWATER,Q_tlw,2001,2.0,,
3655,258,GIP,77,MARINE,Q_tlw,2001,15.0,,
3656,258,MZZ,77,MARINE,Q_tlw,2001,4.0,,
3657,258,PRF,6,FRESHWATER,Q_tlw,2001,1.0,,
3658,258,PNS,77,BRACKISHWATER,Q_tlw,2001,44.0,,
3659,258,MSX,77,MARINE,Q_tlw,2001,0.0,,
3660,258,PNM,77,MARINE,Q_tlw,2001,808.274,,
3661,258,OSH,77,MARINE,Q_tlw,2001,58.35,,
3662,258,FRF,6,CAPTURE,Q_tlw,2002,50.0,,
3663,258,SNX,77,CAPTURE,Q_tlw,2002,80.0,,
3664,258,WAH,77,CAPTURE,Q_tlw,2002,291.0,,
3665,258,SKJ,77,CAPTURE,Q_tlw,2002,1470.0,,
3666,258,ALB,77,CAPTURE,Q_tlw,2002,4663.0,,
3667,258,YFT,77,CAPTURE,Q_tlw,2002,913.0,,
3668,258,BET,77,CAPTURE,Q_tlw,2002,651.0,,
3669,258,BUM,77,CAPTURE,Q_tlw,2002,365.0,,
3670,258,BLM,77,CAPTURE,Q_tlw,2002,3.0,,
3671,258,MLS,77,CAPTURE,Q_tlw,2002,92.0,,
3672,258,BIL,77,CAPTURE,Q_tlw,2002,67.0,,
3673,258,SWO,77,CAPTURE,Q_tlw,2002,70.0,,
3674,258,TUX,77,CAPTURE,Q_tlw,2002,4.0,,
3675,258,FLY,77,CAPTURE,Q_tlw,2002,79.0,,
3676,258,LAG,77,CAPTURE,Q_tlw,2002,140.0,,
3677,258,DOL,77,CAPTURE,Q_tlw,2002,610.0,,
3678,258,SMA,77,CAPTURE,Q_tlw,2002,41.0,,
3679,258,SKX,77,CAPTURE,Q_tlw,2002,1063.0,,
3680,258,MZZ,77,CAPTURE,Q_tlw,2002,4526.0,,
3681,258,PRF,6,CAPTURE,Q_tlw,2002,3.0,,
3682,258,MUD,77,CAPTURE,Q_tlw,2002,3.0,,
3683,258,SLV,77,CAPTURE,Q_tlw,2002,54.0,,
3684,258,CRU,77,CAPTURE,Q_tlw,2002,0.0,,
3685,258,MOL,77,CAPTURE,Q_tlw,2002,25.0,,
3686,258,CUX,77,CAPTURE,Q_tlw,2002,15.0,,
3687,258,TSH,77,CAPTURE,Q_tlw,2002,9.891,,
3688,258,SPO,77,CAPTURE,Q_tlw,2002,0.0,,
3689,258,OEA,6,FRESHWATER,Q_tlw,2002,0.0,N,
3690,258,GIP,77,BRACKISHWATER,Q_tlw,2002,7.0,,
3691,258,GIP,77,MARINE,Q_tlw,2002,11.0,,
3692,258,OLX,77,MARINE,Q_tlw,2002,0.0,N,
3693,258,MZZ,77,MARINE,Q_tlw,2002,1.0,,
3694,258,PRF,6,FRESHWATER,Q_tlw,2002,1.0,,
3695,258,PNS,77,BRACKISHWATER,Q_tlw,2002,45.0,,
3696,258,MSX,77,MARINE,Q_tlw,2002,0.0,,
3697,258,PNM,77,MARINE,Q_tlw,2002,1267.525,,
3698,258,OSH,77,MARINE,Q_tlw,2002,11.316,,
3699,258,FRF,6,CAPTURE,Q_tlw,2003,50.0,E,
3700,258,SNX,77,CAPTURE,Q_tlw,2003,86.0,E,
3701,258,WAH,77,CAPTURE,Q_tlw,2003,260.0,E,
3702,258,SKJ,77,CAPTURE,Q_tlw,2003,1029.0,,
3703,258,ALB,77,CAPTURE,Q_tlw,2003,3930.0,,
3704,258,YFT,77,CAPTURE,Q_tlw,2003,909.0,,
3705,258,BET,77,CAPTURE,Q_tlw,2003,441.0,,
3706,258,BUM,77,CAPTURE,Q_tlw,2003,430.0,,
3707,258,BLM,77,CAPTURE,Q_tlw,2003,2.0,,
3708,258,MLS,77,CAPTURE,Q_tlw,2003,118.0,,
3709,258,BIL,77,CAPTURE,Q_tlw,2003,0.0,,
3710,258,SWO,77,CAPTURE,Q_tlw,2003,117.0,,
3711,258,TUX,77,CAPTURE,Q_tlw,2003,0.0,,
3712,258,FLY,77,CAPTURE,Q_tlw,2003,70.0,E,
3713,258,LAG,77,CAPTURE,Q_tlw,2003,144.0,E,
3714,258,DOL,77,CAPTURE,Q_tlw,2003,500.0,E,
3715,258,SMA,77,CAPTURE,Q_tlw,2003,38.0,E,
3716,258,SKX,77,CAPTURE,Q_tlw,2003,700.0,E,
3717,258,MZZ,77,CAPTURE,Q_tlw,2003,4680.0,E,
3718,258,PRF,6,CAPTURE,Q_tlw,2003,2.0,E,
3719,258,MUD,77,CAPTURE,Q_tlw,2003,3.0,E,
3720,258,SLV,77,CAPTURE,Q_tlw,2003,55.0,E,
3721,258,CRU,77,CAPTURE,Q_tlw,2003,0.0,,
3722,258,MOL,77,CAPTURE,Q_tlw,2003,25.0,E,
3723,258,CUX,77,CAPTURE,Q_tlw,2003,15.0,E,
3724,258,SPO,77,CAPTURE,Q_tlw,2003,0.0,,
3725,258,OEA,6,FRESHWATER,Q_tlw,2003,1.0,,
3726,258,GIP,77,BRACKISHWATER,Q_tlw,2003,9.0,,
3727,258,OLX,77,MARINE,Q_tlw,2003,1.0,,
3728,258,MZZ,77,MARINE,Q_tlw,2003,1.0,,
3729,258,PRF,6,FRESHWATER,Q_tlw,2003,1.0,,
3730,258,PNS,77,BRACKISHWATER,Q_tlw,2003,47.0,,
3731,258,MSX,77,MARINE,Q_tlw,2003,0.0,,
3732,258,PNM,77,MARINE,Q_tlw,2003,1942.807,,
3733,258,OSH,77,MARINE,Q_tlw,2003,10.251,,
3734,258,FRF,6,CAPTURE,Q_tlw,2004,50.0,E,
3735,258,SNX,77,CAPTURE,Q_tlw,2004,92.0,E,
3736,258,OIL,77,CAPTURE,Q_tlw,2004,36.0,,
3737,258,WAH,77,CAPTURE,Q_tlw,2004,231.0,,
3738,258,SKJ,77,CAPTURE,Q_tlw,2004,1076.0,,
3739,258,ALB,77,CAPTURE,Q_tlw,2004,2296.0,,
3740,258,YFT,77,CAPTURE,Q_tlw,2004,1620.0,,
3741,258,BET,77,CAPTURE,Q_tlw,2004,504.0,,
3742,258,BUM,77,CAPTURE,Q_tlw,2004,369.0,,
3743,258,BLM,77,CAPTURE,Q_tlw,2004,2.0,,
3744,258,MLS,77,CAPTURE,Q_tlw,2004,110.0,,
3745,258,BIL,77,CAPTURE,Q_tlw,2004,0.0,,
3746,258,SWO,77,CAPTURE,Q_tlw,2004,86.0,,
3747,258,TUX,77,CAPTURE,Q_tlw,2004,0.0,,
3748,258,FLY,77,CAPTURE,Q_tlw,2004,60.0,E,
3749,258,LAG,77,CAPTURE,Q_tlw,2004,148.0,,
3750,258,TST,77,CAPTURE,Q_tlw,2004,25.0,,
3751,258,DOL,77,CAPTURE,Q_tlw,2004,357.0,,
3752,258,SMA,77,CAPTURE,Q_tlw,2004,36.0,,
3753,258,SKX,77,CAPTURE,Q_tlw,2004,309.0,,
3754,258,MZZ,77,CAPTURE,Q_tlw,2004,4800.0,E,
3755,258,PRF,6,CAPTURE,Q_tlw,2004,1.0,E,
3756,258,MUD,77,CAPTURE,Q_tlw,2004,3.0,E,
3757,258,SLV,77,CAPTURE,Q_tlw,2004,55.0,E,
3758,258,CRU,77,CAPTURE,Q_tlw,2004,0.0,,
3759,258,MOL,77,CAPTURE,Q_tlw,2004,25.0,E,
3760,258,CUX,77,CAPTURE,Q_tlw,2004,15.0,E,
3761,258,SPO,77,CAPTURE,Q_tlw,2004,0.0,,
3762,258,OEA,6,FRESHWATER,Q_tlw,2004,1.0,,
3763,258,GIP,77,BRACKISHWATER,Q_tlw,2004,1.0,,
3764,258,OLX,77,MARINE,Q_tlw,2004,2.0,,
3765,258,MZZ,77,MARINE,Q_tlw,2004,1.0,,
3766,258,PRF,6,FRESHWATER,Q_tlw,2004,0.0,,
3767,258,PNS,77,BRACKISHWATER,Q_tlw,2004,60.0,,
3768,258,PNM,77,MARINE,Q_tlw,2004,1826.876,,
3769,258,OSH,77,MARINE,Q_tlw,2004,8.927,,
3770,258,FRF,6,CAPTURE,Q_tlw,2005,50.0,,
3771,258,SNX,77,CAPTURE,Q_tlw,2005,97.0,,
3772,258,LEC,77,CAPTURE,Q_tlw,2005,30.0,,
3773,258,PRP,77,CAPTURE,Q_tlw,2005,6.0,,
3774,258,WAH,77,CAPTURE,Q_tlw,2005,397.0,,
3775,258,SKJ,77,CAPTURE,Q_tlw,2005,780.0,,
3776,258,ALB,77,CAPTURE,Q_tlw,2005,2518.0,,
3777,258,YFT,77,CAPTURE,Q_tlw,2005,1185.0,,
3778,258,BET,77,CAPTURE,Q_tlw,2005,606.0,,
3779,258,SFA,77,CAPTURE,Q_tlw,2005,7.0,,
3780,258,BUM,77,CAPTURE,Q_tlw,2005,430.0,,
3781,258,BLM,77,CAPTURE,Q_tlw,2005,1.0,,
3782,258,MLS,77,CAPTURE,Q_tlw,2005,92.0,,
3783,258,SSP,77,CAPTURE,Q_tlw,2005,11.0,,
3784,258,BIL,77,CAPTURE,Q_tlw,2005,0.0,,
3785,258,SWO,77,CAPTURE,Q_tlw,2005,79.0,,
3786,258,TUX,77,CAPTURE,Q_tlw,2005,0.0,,
3787,258,FLY,77,CAPTURE,Q_tlw,2005,52.0,,
3788,258,LAG,77,CAPTURE,Q_tlw,2005,118.0,,
3789,258,TST,77,CAPTURE,Q_tlw,2005,22.0,,
3790,258,DOL,77,CAPTURE,Q_tlw,2005,456.0,,
3791,258,BAR,77,CAPTURE,Q_tlw,2005,13.0,,
3792,258,SMA,77,CAPTURE,Q_tlw,2005,26.0,,
3793,258,SKX,77,CAPTURE,Q_tlw,2005,227.0,,
3794,258,MZZ,77,CAPTURE,Q_tlw,2005,4293.0,,
3795,258,PRF,6,CAPTURE,Q_tlw,2005,0.0,N,
3796,258,MUD,77,CAPTURE,Q_tlw,2005,3.0,,
3797,258,SLV,77,CAPTURE,Q_tlw,2005,50.0,,
3798,258,CRU,77,CAPTURE,Q_tlw,2005,0.0,,
3799,258,MOL,77,CAPTURE,Q_tlw,2005,25.0,,
3800,258,CUX,77,CAPTURE,Q_tlw,2005,15.0,,
3801,258,SPO,77,CAPTURE,Q_tlw,2005,0.0,,
3802,258,OEA,6,FRESHWATER,Q_tlw,2005,1.0,,
3803,258,GIP,77,BRACKISHWATER,Q_tlw,2005,6.0,,
3804,258,OLX,77,MARINE,Q_tlw,2005,1.0,,
3805,258,MZZ,77,MARINE,Q_tlw,2005,8.0,,
3806,258,PRF,6,FRESHWATER,Q_tlw,2005,0.0,,
3807,258,PNS,77,BRACKISHWATER,Q_tlw,2005,59.0,,
3808,258,PNM,77,MARINE,Q_tlw,2005,2877.801,,
3809,258,OSH,77,MARINE,Q_tlw,2005,9.027,,
3810,258,FRF,6,CAPTURE,Q_tlw,2006,50.0,,
3811,258,SNX,77,CAPTURE,Q_tlw,2006,136.0,,
3812,258,LEC,77,CAPTURE,Q_tlw,2006,27.0,,
3813,258,OIL,77,CAPTURE,Q_tlw,2006,5.0,,
3814,258,PRP,77,CAPTURE,Q_tlw,2006,7.0,,
3815,258,WAH,77,CAPTURE,Q_tlw,2006,377.0,,
3816,258,SKJ,77,CAPTURE,Q_tlw,2006,1129.0,,
3817,258,ALB,77,CAPTURE,Q_tlw,2006,3076.0,,
3818,258,YFT,77,CAPTURE,Q_tlw,2006,1235.0,,
3819,258,BET,77,CAPTURE,Q_tlw,2006,498.0,,
3820,258,SFA,77,CAPTURE,Q_tlw,2006,8.0,,
3821,258,BUM,77,CAPTURE,Q_tlw,2006,454.0,,
3822,258,BLM,77,CAPTURE,Q_tlw,2006,2.0,,
3823,258,MLS,77,CAPTURE,Q_tlw,2006,124.0,,
3824,258,SSP,77,CAPTURE,Q_tlw,2006,17.0,,
3825,258,BIL,77,CAPTURE,Q_tlw,2006,0.0,,
3826,258,SWO,77,CAPTURE,Q_tlw,2006,83.0,,
3827,258,TUX,77,CAPTURE,Q_tlw,2006,0.0,,
3828,258,FLY,77,CAPTURE,Q_tlw,2006,57.0,,
3829,258,LAG,77,CAPTURE,Q_tlw,2006,108.0,,
3830,258,TST,77,CAPTURE,Q_tlw,2006,16.0,,
3831,258,DOL,77,CAPTURE,Q_tlw,2006,644.0,,
3832,258,BAR,77,CAPTURE,Q_tlw,2006,15.0,,
3833,258,SMA,77,CAPTURE,Q_tlw,2006,27.0,,
3834,258,SKX,77,CAPTURE,Q_tlw,2006,139.0,,
3835,258,MZZ,77,CAPTURE,Q_tlw,2006,4315.0,,
3836,258,PRF,6,CAPTURE,Q_tlw,2006,3.0,,
3837,258,MUD,77,CAPTURE,Q_tlw,2006,6.0,,
3838,258,SLV,77,CAPTURE,Q_tlw,2006,55.0,,
3839,258,CRU,77,CAPTURE,Q_tlw,2006,0.0,,
3840,258,MOL,77,CAPTURE,Q_tlw,2006,150.0,,
3841,258,CUX,77,CAPTURE,Q_tlw,2006,15.0,,
3842,258,SPO,77,CAPTURE,Q_tlw,2006,0.0,,
3843,258,OEA,6,FRESHWATER,Q_tlw,2006,1.0,,
3844,258,GIP,77,BRACKISHWATER,Q_tlw,2006,5.0,,
3845,258,OLX,77,MARINE,Q_tlw,2006,2.0,,
3846,258,MZZ,77,MARINE,Q_tlw,2006,7.0,,
3847,258,PRF,6,FRESHWATER,Q_tlw,2006,0.0,,
3848,258,PNS,77,BRACKISHWATER,Q_tlw,2006,49.0,,
3849,258,PNM,77,MARINE,Q_tlw,2006,2410.04,,
3850,258,OSH,77,MARINE,Q_tlw,2006,9.061,,
3851,258,FRF,6,CAPTURE,Q_tlw,2007,50.0,,
3852,258,SNX,77,CAPTURE,Q_tlw,2007,0.0,N,
3853,258,LEC,77,CAPTURE,Q_tlw,2007,28.0,,
3854,258,OIL,77,CAPTURE,Q_tlw,2007,5.0,,
3855,258,PRP,77,CAPTURE,Q_tlw,2007,2.0,,
3856,258,WAH,77,CAPTURE,Q_tlw,2007,384.0,,
3857,258,SKJ,77,CAPTURE,Q_tlw,2007,897.0,,
3858,258,ALB,77,CAPTURE,Q_tlw,2007,3984.0,,
3859,258,YFT,77,CAPTURE,Q_tlw,2007,1049.0,,
3860,258,BET,77,CAPTURE,Q_tlw,2007,478.0,,
3861,258,SFA,77,CAPTURE,Q_tlw,2007,6.0,,
3862,258,BUM,77,CAPTURE,Q_tlw,2007,515.0,,
3863,258,BLM,77,CAPTURE,Q_tlw,2007,1.0,,
3864,258,MLS,77,CAPTURE,Q_tlw,2007,147.0,,
3865,258,SSP,77,CAPTURE,Q_tlw,2007,10.0,,
3866,258,BIL,77,CAPTURE,Q_tlw,2007,0.0,,
3867,258,SWO,77,CAPTURE,Q_tlw,2007,68.0,,
3868,258,TUX,77,CAPTURE,Q_tlw,2007,2.0,,
3869,258,FLY,77,CAPTURE,Q_tlw,2007,20.0,,
3870,258,LAG,77,CAPTURE,Q_tlw,2007,122.0,,
3871,258,TST,77,CAPTURE,Q_tlw,2007,14.0,,
3872,258,DOL,77,CAPTURE,Q_tlw,2007,429.0,,
3873,258,BAR,77,CAPTURE,Q_tlw,2007,13.0,,
3874,258,SMA,77,CAPTURE,Q_tlw,2007,18.0,,
3875,258,SKX,77,CAPTURE,Q_tlw,2007,148.0,,
3876,258,MZZ,77,CAPTURE,Q_tlw,2007,4353.0,,
3877,258,PRF,6,CAPTURE,Q_tlw,2007,3.0,,
3878,258,MUD,77,CAPTURE,Q_tlw,2007,6.0,,
3879,258,SLV,77,CAPTURE,Q_tlw,2007,55.0,,
3880,258,CRU,77,CAPTURE,Q_tlw,2007,0.0,,
3881,258,MOL,77,CAPTURE,Q_tlw,2007,150.0,,
3882,258,CUX,77,CAPTURE,Q_tlw,2007,15.0,,
3883,258,TSH,77,CAPTURE,Q_tlw,2007,205.0,,
3884,258,SPO,77,CAPTURE,Q_tlw,2007,0.0,,
3885,258,OEA,6,FRESHWATER,Q_tlw,2007,0.0,N,
3886,258,GIP,77,BRACKISHWATER,Q_tlw,2007,1.0,,
3887,258,GIP,77,MARINE,Q_tlw,2007,0.0,,
3888,258,OLX,77,MARINE,Q_tlw,2007,0.0,N,
3889,258,MZZ,77,MARINE,Q_tlw,2007,0.0,N,
3890,258,PRF,6,FRESHWATER,Q_tlw,2007,0.0,,
3891,258,PNS,77,BRACKISHWATER,Q_tlw,2007,45.0,,
3892,258,PNM,77,MARINE,Q_tlw,2007,2199.712,,
3893,258,OSH,77,MARINE,Q_tlw,2007,9.48,,
3894,258,FRF,6,CAPTURE,Q_tlw,2008,50.0,,
3895,258,SNX,77,CAPTURE,Q_tlw,2008,0.0,N,
3896,258,LEC,77,CAPTURE,Q_tlw,2008,23.0,,
3897,258,OIL,77,CAPTURE,Q_tlw,2008,5.0,,
3898,258,PRP,77,CAPTURE,Q_tlw,2008,2.0,,
3899,258,WAH,77,CAPTURE,Q_tlw,2008,265.0,,
3900,258,SKJ,77,CAPTURE,Q_tlw,2008,1004.0,,
3901,258,ALB,77,CAPTURE,Q_tlw,2008,3240.0,,
3902,258,YFT,77,CAPTURE,Q_tlw,2008,939.0,,
3903,258,BET,77,CAPTURE,Q_tlw,2008,490.0,,
3904,258,SFA,77,CAPTURE,Q_tlw,2008,3.0,,
3905,258,BUM,77,CAPTURE,Q_tlw,2008,400.0,,
3906,258,BLM,77,CAPTURE,Q_tlw,2008,0.0,N,
3907,258,MLS,77,CAPTURE,Q_tlw,2008,142.0,,
3908,258,SSP,77,CAPTURE,Q_tlw,2008,13.0,,
3909,258,BIL,77,CAPTURE,Q_tlw,2008,0.0,,
3910,258,SWO,77,CAPTURE,Q_tlw,2008,80.0,,
3911,258,TUX,77,CAPTURE,Q_tlw,2008,0.0,,
3912,258,FLY,77,CAPTURE,Q_tlw,2008,23.0,,
3913,258,LAG,77,CAPTURE,Q_tlw,2008,120.0,,
3914,258,TST,77,CAPTURE,Q_tlw,2008,17.0,,
3915,258,DOL,77,CAPTURE,Q_tlw,2008,527.0,,
3916,258,BAR,77,CAPTURE,Q_tlw,2008,7.0,,
3917,258,SMA,77,CAPTURE,Q_tlw,2008,10.0,,
3918,258,SKX,77,CAPTURE,Q_tlw,2008,119.0,,
3919,258,MZZ,77,CAPTURE,Q_tlw,2008,4276.0,,
3920,258,PRF,6,CAPTURE,Q_tlw,2008,3.0,,
3921,258,MUD,77,CAPTURE,Q_tlw,2008,6.0,,
3922,258,SLV,77,CAPTURE,Q_tlw,2008,55.0,,
3923,258,CRU,77,CAPTURE,Q_tlw,2008,0.0,,
3924,258,MOL,77,CAPTURE,Q_tlw,2008,150.0,,
3925,258,CUX,77,CAPTURE,Q_tlw,2008,15.0,,
3926,258,TSH,77,CAPTURE,Q_tlw,2008,300.0,,
3927,258,SPO,77,CAPTURE,Q_tlw,2008,0.0,,
3928,258,OEA,6,FRESHWATER,Q_tlw,2008,0.0,,
3929,258,GIP,77,BRACKISHWATER,Q_tlw,2008,0.0,N,
3930,258,GIP,77,MARINE,Q_tlw,2008,0.0,,
3931,258,PRF,6,FRESHWATER,Q_tlw,2008,0.0,,
3932,258,PNS,77,BRACKISHWATER,Q_tlw,2008,44.0,,
3933,258,PNM,77,MARINE,Q_tlw,2008,1890.758,,
3934,258,OSH,77,MARINE,Q_tlw,2008,10.927,,
3935,258,FRF,6,CAPTURE,Q_tlw,2009,50.0,,
3936,258,SNX,77,CAPTURE,Q_tlw,2009,0.0,N,
3937,258,LEC,77,CAPTURE,Q_tlw,2009,35.0,,
3938,258,OIL,77,CAPTURE,Q_tlw,2009,5.0,,
3939,258,PRP,77,CAPTURE,Q_tlw,2009,3.0,,
3940,258,WAH,77,CAPTURE,Q_tlw,2009,214.0,,
3941,258,SKJ,77,CAPTURE,Q_tlw,2009,1306.0,,
3942,258,ALB,77,CAPTURE,Q_tlw,2009,3792.0,,
3943,258,YFT,77,CAPTURE,Q_tlw,2009,1193.0,,
3944,258,BET,77,CAPTURE,Q_tlw,2009,587.0,,
3945,258,SFA,77,CAPTURE,Q_tlw,2009,3.0,,
3946,258,BUM,77,CAPTURE,Q_tlw,2009,418.0,,
3947,258,BLM,77,CAPTURE,Q_tlw,2009,0.0,N,
3948,258,MLS,77,CAPTURE,Q_tlw,2009,104.0,,
3949,258,SSP,77,CAPTURE,Q_tlw,2009,13.0,,
3950,258,BIL,77,CAPTURE,Q_tlw,2009,0.0,,
3951,258,SWO,77,CAPTURE,Q_tlw,2009,71.0,,
3952,258,TUX,77,CAPTURE,Q_tlw,2009,0.0,,
3953,258,FLY,77,CAPTURE,Q_tlw,2009,22.0,,
3954,258,LAG,77,CAPTURE,Q_tlw,2009,82.0,,
3955,258,TST,77,CAPTURE,Q_tlw,2009,14.0,,
3956,258,DOL,77,CAPTURE,Q_tlw,2009,417.0,,
3957,258,BAR,77,CAPTURE,Q_tlw,2009,13.0,,
3958,258,SMA,77,CAPTURE,Q_tlw,2009,53.0,,
3959,258,RSK,77,CAPTURE,Q_tlw,2009,6.0,,
3960,258,SKX,77,CAPTURE,Q_tlw,2009,118.0,,
3961,258,MZZ,77,CAPTURE,Q_tlw,2009,4575.0,,
3962,258,PRF,6,CAPTURE,Q_tlw,2009,3.0,,
3963,258,MUD,77,CAPTURE,Q_tlw,2009,6.0,,
3964,258,SLV,77,CAPTURE,Q_tlw,2009,55.0,,
3965,258,CRU,77,CAPTURE,Q_tlw,2009,0.0,,
3966,258,MOL,77,CAPTURE,Q_tlw,2009,150.0,,
3967,258,CUX,77,CAPTURE,Q_tlw,2009,66.0,,
3968,258,TSH,77,CAPTURE,Q_tlw,2009,0.0,,
3969,258,SPO,77,CAPTURE,Q_tlw,2009,0.0,,
3970,258,OEA,6,FRESHWATER,Q_tlw,2009,0.0,,
3971,258,GIP,77,BRACKISHWATER,Q_tlw,2009,0.0,,
3972,258,GIP,77,MARINE,Q_tlw,2009,0.0,,
3973,258,PRF,6,FRESHWATER,Q_tlw,2009,0.0,,
3974,258,PNS,77,BRACKISHWATER,Q_tlw,2009,39.0,,
3975,258,PNM,77,MARINE,Q_tlw,2009,1849.935,,
3976,258,OSH,77,MARINE,Q_tlw,2009,16.429,,
3977,258,FRF,6,CAPTURE,Q_tlw,2010,50.0,,
3978,258,SNX,77,CAPTURE,Q_tlw,2010,0.0,N,
3979,258,LEC,77,CAPTURE,Q_tlw,2010,50.0,,
3980,258,OIL,77,CAPTURE,Q_tlw,2010,12.0,,
3981,258,PRP,77,CAPTURE,Q_tlw,2010,7.0,,
3982,258,WAH,77,CAPTURE,Q_tlw,2010,351.0,,
3983,258,SKJ,77,CAPTURE,Q_tlw,2010,1153.0,,
3984,258,ALB,77,CAPTURE,Q_tlw,2010,3687.0,,
3985,258,YFT,77,CAPTURE,Q_tlw,2010,974.0,,
3986,258,BET,77,CAPTURE,Q_tlw,2010,436.0,,
3987,258,SFA,77,CAPTURE,Q_tlw,2010,11.0,,
3988,258,BUM,77,CAPTURE,Q_tlw,2010,516.0,,
3989,258,BLM,77,CAPTURE,Q_tlw,2010,0.0,N,
3990,258,MLS,77,CAPTURE,Q_tlw,2010,127.0,,
3991,258,SSP,77,CAPTURE,Q_tlw,2010,41.0,,
3992,258,BIL,77,CAPTURE,Q_tlw,2010,0.0,,
3993,258,SWO,77,CAPTURE,Q_tlw,2010,80.0,,
3994,258,TUX,77,CAPTURE,Q_tlw,2010,12.0,,
3995,258,FLY,77,CAPTURE,Q_tlw,2010,33.0,,
3996,258,LAG,77,CAPTURE,Q_tlw,2010,115.0,,
3997,258,TST,77,CAPTURE,Q_tlw,2010,20.0,,
3998,258,DOL,77,CAPTURE,Q_tlw,2010,711.0,,
3999,258,BAR,77,CAPTURE,Q_tlw,2010,20.0,,
